ID,Name,Reference,DOI,Year,Journal,Kingdom,Genus,Species,MX State,Location,SMILES,SlogP,TPSA,ExactMW,NumRotatableBonds,NumHBD,NumHBA,Original database
FQNP271,Canophyllol,J Ethnopharmacol 2002;79(3):383-8,10.1016/S0378-8741(01)00414-7,2002,Journal of Ethnopharmacology,Plant,Hippocratea,Hippocratea excelsa,Guerrero,Costa Grande,C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(CO)CC[C@]4(C)[C@H]3CC[C@@]21C,7.4294,37.3,442.3810808,1,1,2,BIOFACQUIM
FQNP273,Sitosterol-3-O-b-glucoside,J Ethnopharmacol 2002;79(3):383-8,10.1016/S0378-8741(01)00414-7,2002,Journal of Ethnopharmacology,Plant,Hippocratea,Hippocratea excelsa,Guerrero,Costa Grande,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,5.849,99.38,576.4389896,9,4,6,BIOFACQUIM
FQNP274,(-)-Epicatechin,J Ethnopharmacol 2002;79(3):383-8,10.1016/S0378-8741(01)00414-7,2002,Journal of Ethnopharmacology,Plant,Hippocratea,Hippocratea excelsa,Guerrero,Costa Grande,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,1.5461,110.38,290.0790382,1,5,6,BIOFACQUIM
FQNP275,LDD,J Ethnopharmacol 2007;114(2):161-8,10.1016/j.jep.2007.07.021,2007,Journal of Ethnopharmacology,Plant,Scaphyglottis,Scaphyglottis livida,Veracruz,Catemaco,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,8.805,20.23,454.4174663,5,1,1,BIOFACQUIM
FQNP276,Cyclobalanone,J Ethnopharmacol 2007;114(2):161-8,10.1016/j.jep.2007.07.021,2007,Journal of Ethnopharmacology,Plant,Scaphyglottis,Scaphyglottis livida,Veracruz,Catemaco,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C,9.0132,17.07,452.4018163,5,0,1,BIOFACQUIM
FQNP278,DTB,J Ethnopharmacol 2007;114(2):161-8,10.1016/j.jep.2007.07.021,2007,Journal of Ethnopharmacology,Plant,Scaphyglottis,Scaphyglottis livida,Veracruz,Catemaco,COc1cc(CCc2cc(O)c(OC)c(OC)c2)ccc1O,2.9088,68.15,304.1310737,6,2,5,BIOFACQUIM
FQNP279,Fimbriol A,J Ethnopharmacol 2007;114(2):161-8,10.1016/j.jep.2007.07.021,2007,Journal of Ethnopharmacology,Plant,Maxillaria,Maxillaria densa,Veracruz,Catemaco,COc1cc2cc(OC)c3cccc(O)c3c2c(OC)c1OC,3.733,57.15,314.1154237,4,1,5,BIOFACQUIM
FQNP28,Minimoidiones B,J Nat Prod 2017 80 (3):582-587,10.1021/acs.jnatprod.6b00574,2017,Journal of Natural Products,Fungus,Preussia,Preussia minimoides,Michoacan,Huetamo,COC1=CC(=O)c2c(O)cc(OC)c3c2C1=CC1(C3)C(OC)=CC(=O)c2c(O)cc(OC)cc21,3.4457,111.52,462.1314677,4,2,8,BIOFACQUIM
FQNP280,Erianthridin,J Ethnopharmacol 2007;114(2):161-8,10.1016/j.jep.2007.07.021,2007,Journal of Ethnopharmacology,Plant,Maxillaria,Maxillaria densa,Veracruz,Catemaco,COc1c(O)cc2c(c1OC)-c1ccc(O)cc1CC2,2.8806,58.92,272.104859,2,2,4,BIOFACQUIM
FQNP281,Nidemin,Nat Prod Lett 2002;16(2):81-6,10.1080/10575630290019967,2002,Natural Products Letters,Plant,Scaphyglottis,Scaphyglottis livida,Veracruz,Catemaco,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@]12C,9.2115,9.23,454.4174663,5,0,1,BIOFACQUIM
FQNP282,9 19-cyclolanosta-24 24-dimethyl-25-en-3b-yl trans-p-hydroxycinnamate,Nat Prod Lett 2002;16(2):81-6,10.1080/10575630290019967,2002,Natural Products Letters,Plant,Scaphyglottis,Scaphyglottis livida,Veracruz,Catemaco,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](C(=O)/C=C/c5ccc(O)cc5)CC[C@@]45C[C@@]35CC[C@]12C,11.0484,37.3,584.4593312,8,1,2,BIOFACQUIM
FQNP283,5a-lanosta-24(S)-methyl-9(11) 25-dien-3b-ol,Nat Prod Lett 2002;16(2):81-6,10.1080/10575630290019967,2002,Natural Products Letters,Plant,Scaphyglottis,Scaphyglottis livida,Veracruz,Catemaco,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,8.581,20.23,440.4018163,5,1,1,BIOFACQUIM
FQNP284,5a-lanosta24 24-dimethyl-9(11) 25-dien-3b-ol,Nat Prod Lett 2002;16(2):81-6,10.1080/10575630290019967,2002,Natural Products Letters,Plant,Scaphyglottis,Scaphyglottis livida,Veracruz,Catemaco,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,8.9711,20.23,454.4174663,5,1,1,BIOFACQUIM
FQNP285,Malbrancheamide,Nat Prod Res 2008;22(8):709-14,10.1080/14786410802012361,2008,Natural Products Research,Fungus,Malbranchea,Malbranchea aurantiaca,Guerrero,Juxtlahuaca cave,CC1(C)c2[nH]c3cc(Cl)c(Cl)cc3c2C[C@@]23CN4CCC[C@]4(C[C@@H]12)C(=O)N3,4.0315,48.13,403.1218177,0,2,2,BIOFACQUIM
FQNP286,Malbrancheamide B,Nat Prod Res 2008;22(8):709-14,10.1080/14786410802012361,2008,Natural Products Research,Fungus,Malbranchea,Malbranchea aurantiaca,Guerrero,Juxtlahuaca cave,CC1(C)c2[nH]c3cc(Cl)ccc3c2C[C@@]23CN4CCC[C@]4(C[C@@H]12)C(=O)N3,3.3781,48.13,369.1607901,0,2,2,BIOFACQUIM
FQNP287,Trhachylobanoic acid,Nat Prod Lett 2001;15(2):93-101,10.1080/10575630108041265,2001,Natural Products Letters,Plant,Iostephane,Iostephane heterophylla,Ciudad de Mexico,Mercado de Sonora,C[C@@]12CCC[C@@](C)(C(=O)O)[C@H]1CC[C@@]13C[C@H]4[C@@H](C[C@H]12)[C@@]4(C)C3,4.7299,37.3,302.2245802,1,1,1,BIOFACQUIM
FQNP288,Xanthorrhizol,Nat Prod Lett 2001;15(2):93-101,10.1080/10575630108041265,2001,Natural Products Letters,Plant,Iostephane,Iostephane heterophylla,Ciudad de Mexico,Mercado de Sonora,CC(C)=CCC[C@@H](C)c1ccc(C)c(O)c1,4.55052,20.23,218.1670653,4,1,1,BIOFACQUIM
FQNP289,12 13-epoxy-xanthorrhizol,Nat Prod Lett 2001;15(2):93-101,10.1080/10575630108041265,2001,Natural Products Letters,Plant,Iostephane,Iostephane heterophylla,Ciudad de Mexico,Mercado de Sonora,Cc1ccc([C@H](C)CCC2OC2(C)C)cc1O,3.76172,32.76,234.1619799,4,1,2,BIOFACQUIM
FQNP29,Preussochromone C,J Nat Prod 2017 80 (3):582-587,10.1021/acs.jnatprod.6b00574,2017,Journal of Natural Products,Fungus,Preussia,Preussia minimoides,Michoacan,Huetamo,COC1=CC(=O)c2c(O)cc(OC)c3c2[C@]1(O)COC3=O,0.4854,102.29,292.0583027,2,2,7,BIOFACQUIM
FQNP290,12 13-dihydro-12 13-dihydroxy-xanthorrizol,Nat Prod Lett 2001;15(2):93-101,10.1080/10575630108041265,2001,Natural Products Letters,Plant,Iostephane,Iostephane heterophylla,Ciudad de Mexico,Mercado de Sonora,Cc1ccc([C@H](C)CCC(O)C(C)(C)O)cc1O,2.71612,60.69,252.1725446,5,3,3,BIOFACQUIM
FQNP291,1-O-[12-O-(12S)-dihydro-12 13-dihydroxy-xanthorrizol]-b-L-arabinopyranosyl-(1->2)-b-D-Dglucopyranoside,Nat Prod Lett 2001;15(2):93-101,10.1080/10575630108041265,2001,Natural Products Letters,Plant,Iostephane,Iostephane heterophylla,Ciudad de Mexico,Mercado de Sonora,Cc1ccc([C@@H](C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)C(C)(C)O)cc1O,-0.99638,198.76,546.2676268,10,8,12,BIOFACQUIM
FQNP292,Geranin A,J Agric Food Chem 2005;53(6):1996-2001,10.1021/jf0483725,2005,journal of Agricultural and Food Chemistry,Plant,Geranium,Geranium niveum,Chihuahua,Bocoyna,Oc1ccc([C@]23Oc4cc(O)cc(O)c4[C@H](c4c(cc(O)c5c4O[C@H](c4ccc(O)c(O)c4)[C@@H](O)C5)O2)[C@H]3O)cc1,3.0879,189.53,560.1318616,2,8,11,BIOFACQUIM
FQNP293,Geranin D,J Agric Food Chem 2005;53(6):1996-2001,10.1021/jf0483725,2005,Journal of Agricultural and Food Chemistry,Plant,Geranium,Geranium niveum,Chihuahua,Bocoyna,Oc1ccc([C@H]2Oc3c(c(O)cc4c3[C@H]3c5c(O)cc6c(c5O[C@@](c5ccc(O)cc5)(O4)[C@H]3O)[C@H]3c4c(O)cc(O)cc4O[C@@](c4ccc(O)cc4)(O6)[C@@H]3O)C[C@@H]2O)cc1,4.9241,248.45,814.1897704,3,10,15,BIOFACQUIM
FQNP294,Fumonisin B1,J Agric Food Chem 2005;53(22):8565-71,10.1021/jf0514827,2005,Phytochemistry,Fungus,Fusarium,Fusarium verticillioides,Sonora,Yaqui Valley,CCCC[C@@H](C)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N,2.1741,288.51,707.3728201,28,8,12,BIOFACQUIM
FQNP295,(2S 3S)-5-hydroxy-6 8-dimethoxy-2 3-dimethyl-4H-2 3-dihydronaphtho[2 3-b]-pyran-4-one,J Agric Food Chem 2003;51(16):4559-4562,10.1021/jf030115x,2003,Journal of Agricultural and Food Chemistry,Fungus,Guanomyces,Guanomyces polythrix,Morelos,Ocotlitlan,COc1cc(OC)c2c(O)c3c(cc2c1)O[C@@H](C)[C@H](C)C3=O,3.1623,64.99,302.1154237,2,1,5,BIOFACQUIM
FQNP296,(2S 3S)-5-hydroxy-6 8 10-trimethoxy-2 3-dimethyl-4H2 3-dihydronaphtho[2 3-b]-pyran-4-one,J Agric Food Chem 2003;51(16):4559-4562,10.1021/jf030115x,2003,Journal of Agricultural and Food Chemistry,Fungus,Guanomyces,Guanomyces polythrix,Morelos,Ocotlitlan,COc1cc(OC)c2c(O)c3c(c(OC)c2c1)O[C@@H](C)[C@H](C)C3=O,3.1709,74.22,332.1259884,3,1,6,BIOFACQUIM
FQNP297,(2S)-5-hydroxy-6 8-dimethoxy-2-methyl-4H-2 3-dihydronaphtho[2 3-b]-pyran-4-one,J Agric Food Chem 2003;51(16):4559-4562,10.1021/jf030115x,2003,Journal of Agricultural and Food Chemistry,Fungus,Guanomyces,Guanomyces polythrix,Morelos,Ocotlitlan,COc1cc(OC)c2c(O)c3c(cc2c1)O[C@@H](C)CC3=O,2.9163,64.99,288.0997736,2,1,5,BIOFACQUIM
FQNP298,(2S)-5-hydroxy-6 8 10-trimethoxy-2-methyl-4H-2 3-dihydronaphtho[2 3-b]-pyran-4-one,J Agric Food Chem 2003;51(16):4559-4562,10.1021/jf030115x,2003,Journal of Agricultural and Food Chemistry,Fungus,Guanomyces,Guanomyces polythrix,Morelos,Ocotlitlan,COc1cc(OC)c2c(O)c3c(c(OC)c2c1)O[C@@H](C)CC3=O,2.9249,74.22,318.1103383,3,1,6,BIOFACQUIM
FQNP30,Corymbiferone,J Nat Prod 2017 80 (3):582-587,10.1021/acs.jnatprod.6b00574,2017,Journal of Natural Products,Fungus,Preussia,Preussia minimoides,Michoacan,Huetamo,COC1=CC(=O)c2c(O)cc(OC)c3c(=O)occ1c23,1.6908,85.97,274.047738,2,1,6,BIOFACQUIM
FQNP304,Citrinin,J Agric Food Chem 2003;51(16):4559-4562,10.1021/jf030115x,2003,Journal of Agricultural and Food Chemistry,Fungus,Guanomyces,Guanomyces polythrix,Morelos,Ocotlitlan,CC1=C2C(=CO[C@@H](C)[C@@H]2C)C(O)=C(C(=O)O)C1=O,1.721,83.83,250.0841235,1,2,4,BIOFACQUIM
FQNP307,2 3-Dihydrorobustaflavone 5-methyl ether,J Agric Food Chem 2008;56 (16):6994-7000,10.1021/jf8010432,2008,Journal of Agricultural and Food Chemistry,Plant,Selaginella,Selaginella lepidophylla,Ciudad de Mexico,Mercado de Sonora,COc1cc(O)cc2c1C(=O)C[C@@H](c1ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c1)O2,5.3701,166.89,554.1212969,4,5,10,BIOFACQUIM
FQNP31,5-hydroxy-2 7-dimethoxy-8-methylnaphthoquinone,J Nat Prod 2017 80 (3):582-587,10.1021/acs.jnatprod.6b00574,2017,Journal of Natural Products,Fungus,Preussia,Preussia minimoides,Michoacan,Huetamo,COC1=CC(=O)c2c(O)cc(OC)c(C)c2C1=O,1.61852,72.83,248.0684735,2,1,5,BIOFACQUIM
FQNP310,4'-Hydroxy-3 3' 5-trimethoxybibenzyl,J Agric Food Chem 2005;53 (16):6276-6280,10.1021/jf0508044,2005,Journal of Agricultural and Food Chemistry,Plant,Epidendrum,Epidendrum rigidum,Veracruz,Catemaco,COc1cc(CCc2ccc(O)c(OC)c2)cc(OC)c1,3.2032,47.92,288.1361591,6,1,4,BIOFACQUIM
FQNP311,3 3' 4' 5-tetramethoxybibenzyl,J Agric Food Chem 2005;53 (16):6276-6280,10.1021/jf0508044,2005,Journal of Agricultural and Food Chemistry,Plant,Epidendrum,Epidendrum rigidum,Veracruz,Catemaco,COc1cc(CCc2ccc(OC)c(OC)c2)cc(OC)c1,3.5062,36.92,302.1518092,7,0,4,BIOFACQUIM
FQNP312,3 4'-dihydroxy-5-methoxybibenzyl,J Agric Food Chem 2005;53 (16):6276-6280,10.1021/jf0508044,2005,Journal of Agricultural and Food Chemistry,Plant,Epidendrum,Epidendrum rigidum,Veracruz,Catemaco,COc1cc(O)cc(CCc2ccc(O)cc2)c1,2.8916,49.69,244.1099444,4,2,3,BIOFACQUIM
FQNP313,3'-O-methylbatatasin III,J Agric Food Chem 2005;53 (16):6276-6280,10.1021/jf0508044,2005,Journal of Agricultural and Food Chemistry,Plant,Epidendrum,Epidendrum rigidum,Veracruz,Catemaco,COc1cccc(CCc2cc(O)cc(OC)c2)c1,3.1946,38.69,258.1255944,5,1,3,BIOFACQUIM
FQNP314,3 3' 5-trihydroxybibenzyl,J Agric Food Chem 2005;53 (16):6276-6280,10.1021/jf0508044,2005,Journal of Agricultural and Food Chemistry,Plant,Epidendrum,Epidendrum rigidum,Veracruz,Catemaco,Oc1cccc(CCc2cc(O)cc(O)c2)c1,2.5886,60.69,230.0942943,3,3,3,BIOFACQUIM
FQNP315,3 4' 5-Trihydroxybibenzyl,J Agric Food Chem 2005;53 (16):6276-6280,10.1021/jf0508044,2005,Journal of Agricultural and Food Chemistry,Plant,Epidendrum,Epidendrum rigidum,Veracruz,Catemaco,Oc1ccc(CCc2cc(O)cc(O)c2)cc1,2.5886,60.69,230.0942943,3,3,3,BIOFACQUIM
FQNP316,2 3-dimethoxy-9 10-dihydrophenanthrene-4 7-diol,J Agric Food Chem 2005;53 (16):6276-6280,10.1021/jf0508044,2005,Journal of Agricultural and Food Chemistry,Plant,Epidendrum,Epidendrum rigidum,Veracruz,Catemaco,COc1cc2c(c(O)c1OC)-c1ccc(O)cc1CC2,2.8806,58.92,272.104859,2,2,4,BIOFACQUIM
FQNP317,Apigenin,J Agric Food Chem 2005;53 (16):6276-6280,10.1021/jf0508044,2005,Journal of Agricultural and Food Chemistry,Plant,Epidendrum,Epidendrum rigidum,Veracruz,Catemaco,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,2.5768,90.9,270.0528234,1,3,5,BIOFACQUIM
FQNP318,3 4 9-trimethoxyphenanthrene-2 5-diol,J Agric Food Chem 2005;53 (16):6276-6280,10.1021/jf0508044,2005,Journal of Agricultural and Food Chemistry,Plant,Epidendrum,Epidendrum rigidum,Veracruz,Catemaco,COc1c(O)cc2cc(OC)c3cccc(O)c3c2c1OC,3.43,68.15,300.0997736,3,2,5,BIOFACQUIM
FQNP319,Isovitexin,J Agric Food Chem 2005;53 (16):6276-6280,10.1021/jf0508044,2005,Journal of Agricultural and Food Chemistry,Plant,Epidendrum,Epidendrum rigidum,Veracruz,Catemaco,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,0.0917,181.05,432.1056468,3,7,10,BIOFACQUIM
FQNP32,8-chloroxylarinol A,J Nat Prod 2017 80 (1):190-195,10.1021/acs.jnatprod.6b00977,2017,Journal of Natural Products,Fungus,Malbranchea,Malbranchea flavorosea,Not specified,Not specified,O=C1C=Cc2ccc(Cl)c(O)c2CO1,2.1156,46.53,210.0083718,0,1,3,BIOFACQUIM
FQNP321,Lasiodiplodin,J Agric Food Chem 2007;55 (10):4217-4221,10.1021/jf070082b,2007,Journal of Agricultural and Food Chemistry,Fungus,Botryosphaeria,Botryosphaeria rhodina,Not specified,Not specified,COc1cc(O)cc2c1C(=O)O[C@@H](C)CCCCCCC2,3.8428,55.76,292.1674592,1,1,4,BIOFACQUIM
FQNP322,p-Hydroxyphenylethanol,J Agric Food Chem 2007;55 (10):4217-4221,10.1021/jf070082b,2007,Journal of Agricultural and Food Chemistry,Fungus,Botryosphaeria,Botryosphaeria rhodina,Not specified,Not specified,OCCc1ccc(O)cc1,0.927,40.46,138.0680796,2,2,2,BIOFACQUIM
FQNP323,Inosin,J Agric Food Chem 2007;55 (10):4217-4221,10.1021/jf070082b,2007,Journal of Agricultural and Food Chemistry,Fungus,Botryosphaeria,Botryosphaeria rhodina,Not specified,Not specified,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-2.2689,133.49,268.0807695,2,4,8,BIOFACQUIM
FQNP324,Ergosterol,J Agric Food Chem 2007;55 (10):4217-4221,10.1021/jf070082b,2007,Journal of Agricultural and Food Chemistry,Fungus,Botryosphaeria,Botryosphaeria rhodina,Not specified,Not specified,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,7.3308,20.23,396.339216,4,1,1,BIOFACQUIM
FQNP33,Flavoroseoside,J Nat Prod 2017 80 (1):190-195,10.1021/acs.jnatprod.6b00977,2017,Journal of Natural Products,Fungus,Malbranchea,Malbranchea flavorosea,Not specified,Not specified,C[C@@H]1Cc2c(O)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cc(O)c2C(=O)O1,-0.983,145.91,342.0950822,3,5,9,BIOFACQUIM
FQNP330,Purgic acid A,J Nat Prod 2006;69 (10):1460-1466,10.1021/np060295f,2006,Journal of Natural Products,Plant,Ipomoea,Ipomoea purga,Veracruz,Coxmatla,CCCC(CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,-5.2015,451.51,1152.541127,26,16,28,BIOFACQUIM
FQNP331,Purgic acid B,J Nat Prod 2006;69 (10):1460-1466,10.1021/np060295f,2006,Journal of Natural Products,Plant,Ipomoea,Ipomoea purga,Veracruz,Coxmatla,CCCCCC(CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,-4.4213,451.51,1180.572427,28,16,28,BIOFACQUIM
FQNP332,Scammonic acid A,J Nat Prod 2006;69 (10):1460-1466,10.1021/np060295f,2006,Journal of Natural Products,Plant,Ipomoea,Ipomoea purga,Veracruz,Coxmatla,CCCCCC(CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1C[C@H](CO)[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,0.8415,283.98,868.5031656,23,10,17,BIOFACQUIM
FQNP333,Operculinic acid B,J Nat Prod 2006;69 (10):1460-1466,10.1021/np060295f,2006,Journal of Natural Products,Plant,Ipomoea,Ipomoea purga,Veracruz,Coxmatla,CCCCCC(CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@@H](O)[C@H]1O,-3.2731,392.59,1034.514518,26,14,24,BIOFACQUIM
FQNP334,Purgic acid A methyl ester,J Nat Prod 2006;69 (10):1460-1466,10.1021/np060295f,2006,Journal of Natural Products,Plant,Ipomoea,Ipomoea purga,Veracruz,Coxmatla,CCCC(CCCCCCCCCC(=O)OC)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,-5.1131,440.51,1166.556777,26,15,29,BIOFACQUIM
FQNP335,Purgic acid B methyl ester,J Nat Prod 2006;69 (10):1460-1466,10.1021/np060295f,2006,Journal of Natural Products,Plant,Ipomoea,Ipomoea purga,Veracruz,Coxmatla,CCCCCC(CCCCCCCCCC(=O)OC)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,-4.3329,440.51,1194.588077,28,15,29,BIOFACQUIM
FQNP34,Xylarinol A,J Nat Prod 2017 80 (1):190-195,10.1021/acs.jnatprod.6b00977,2017,Journal of Natural Products,Fungus,Malbranchea,Malbranchea flavorosea,Not specified,Not specified,O=C1C=Cc2cccc(O)c2CO1,1.4622,46.53,176.0473441,0,1,3,BIOFACQUIM
FQNP340,5-hydroxy-6 8-dimethoxy-2 3-dimethyl-4H-naphtho[2 3-b]-pyran-4-one,J Nat Prod 2000;63 (6):757-761,10.1021/np990534h,2000,Journal of Natural Products,Fungus,Guanomyces,Guanomyces polythrix,Morelos,Tepoztlan,COc1cc(OC)c2c(O)c3c(=O)c(C)c(C)oc3cc2c1,3.28584,68.9,300.0997736,2,1,5,BIOFACQUIM
FQNP341,Rubrofusarin B,J Nat Prod 2000;63 (6):757-761,10.1021/np990534h,2000,Journal of Natural Products,Fungus,Guanomyces,Guanomyces polythrix,Morelos,Tepoztlan,COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3cc2c1,2.97742,68.9,286.0841235,2,1,5,BIOFACQUIM
FQNP342,Emodin,J Nat Prod 2000;63 (6):757-761,10.1021/np990534h,2000,Journal of Natural Products,Fungus,Guanomyces,Guanomyces polythrix,Morelos,Tepoztlan,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,1.88722,94.83,270.0528234,0,3,5,BIOFACQUIM
FQNP343,Citrinin,J Nat Prod 2000;63 (6):757-761,10.1021/np990534h,2000,Journal of Natural Products,Fungus,Guanomyces,Guanomyces polythrix,Morelos,Tepoztlan,CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,1.721,83.83,250.0841235,1,2,4,BIOFACQUIM
FQNP344,4-hydroxybenzoic acid methyl ester,J Nat Prod 2000;63 (6):757-761,10.1021/np990534h,2000,Journal of Natural Products,Fungus,Guanomyces,Guanomyces polythrix,Morelos,Tepoztlan,COC(=O)c1ccc(O)cc1,1.1788,46.53,152.0473441,1,1,3,BIOFACQUIM
FQNP345,Tillandsinone,J Nat Prod 2001;64 (7):953-955,10.1021/np0100744,2001,Journal of Natural Products,Plant,Tillandsia,Tillandsia fasciculata,Quintana Roo,El Eden,C=C(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,9.2592,17.07,466.4174663,6,0,1,BIOFACQUIM
FQNP346,Cyclolaudenyl formate,J Nat Prod 2001;64 (7):953-955,10.1021/np0100744,2001,Journal of Natural Products,Plant,Tillandsia,Tillandsia fasciculata,Quintana Roo,El Eden,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](OC=O)CC[C@@]45C[C@@]35CC[C@]12C,8.5956,26.3,468.3967309,7,0,2,BIOFACQUIM
FQNP347,Cyclolaudenone,J Nat Prod 2001;64 (7):953-955,10.1021/np0100744,2001,Journal of Natural Products,Plant,Tillandsia,Tillandsia fasciculata,Quintana Roo,El Eden,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C,8.6231,17.07,438.3861662,5,0,1,BIOFACQUIM
FQNP348,Cyclolaudenol,J Nat Prod 2001;64 (7):953-955,10.1021/np0100744,2001,Journal of Natural Products,Plant,Tillandsia,Tillandsia fasciculata,Quintana Roo,El Eden,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,8.4149,20.23,440.4018163,5,1,1,BIOFACQUIM
